,ID,Name,Birthdate,Birthplace,Country_of_birth,Latitude,Longitude
621,2803828,"Huzman, Alexander",4/10/1962,Zhytomyr,Ukraine,50.2544,28.6578
622,5105048,"Ibarra Chami, Luis Fernando",5/15/1989,Merida,Mexico,20.97,-89.62
623,2226332,"Ibarra Jerez, Jose Carlos",8/7/1985,Murcia,Spain,37.9861,-1.1303
624,13700952,"Ibragimov, Alibek",8/12/1968,NA,NA,NA,NA
625,4102878,"Ibragimov, Ildar",8/16/1967,Kazan,Russia,55.7908,49.1144
626,13400495,"Ibrahimov, Rasul",8/13/1981,Baku,Azerbaijan,40.3667,49.8352
627,13700650,"Ibrayev, Nurlan",2/25/1977,Nur-Sultan,Kazakhstan,51.1605,71.4704
628,12510130,"Idani, Pouya",9/22/1995,Ahvaz,Iran,31.3203,48.6692
629,4100972,"Ikonnikov, Vyacheslav",3/15/1966,NA,NA,NA,NA
630,900346,"Ilincic, Zlatko",5/10/1968,NA,NA,NA,NA
631,4156021,"Iljin, Artem",1/4/1987,Tatarstan,Russia,55.1802,50.7264
632,24105074,"Iljiushenok, Ilia",8/16/1993,Langepas,Russia,61.2703,75.1701
633,4122178,"Iljushin, Alexei",7/29/1980,NA,NA,NA,NA
634,2200015,"Illescas Cordoba, Miguel",12/3/1965,Barcelona,Spain,41.3825,2.1769
635,3205207,"Illingworth, Max",11/5/1992,Sydney,Australia,-33.865,151.2094
636,4162722,"Inarkiev, Ernesto",12/9/1985,Osh,Kyrgyzstan,40.5333,72.7833
637,911925,"Indjic, Aleksandar",8/24/1995,Stara Pazova,Serbia,44.9833,20.1667
638,25002767,"Iniyan, P",9/13/2002,Erode,India,11.3408,77.7172
639,2900033,"Inkiov, Ventzislav",5/19/1956,Stanke Dimitrov,Bulgaria,42.3113,23.2482
640,1200089,"Ionescu, Constantin",9/12/1958,Brasov,Romania,45.6427,25.5887
641,4100875,"Ionov, Sergey",1/7/1962,NA,NA,NA,NA
642,13900200,"Iordachescu, Viorel",4/20/1977,Kishinev,Moldova,47.0105,28.8638
643,2906074,"Iotov, Valentin",9/6/1988,Pleven,Bulgaria,43.4132,24.6169
644,14116731,"Ipatov, Alexander",7/16/1993,Lviv,Ukraine,49.8419,24.0315
645,13700154,"Irzhanov, Ruslan",11/27/1976,NA,NA,NA,NA
646,13400312,"Iskandarov, Misratdin",1/14/1995,Sumgait,Azerbaijan,40.5855,49.6317
647,4120027,"Iskusnyh, Sergei",9/5/1974,NA,NA,NA,NA
648,13701525,"Ismagambetov, Anuar",3/21/1986,Nur-Sultan,Kazakhstan,51.1605,71.4704
649,1200372,"Istratescu, Andrei",12/3/1975,Bucharest,Romania,44.4,26.0833
650,3901211,"Iturrizaga Bonelli, Eduardo",11/1/1989,Caracas,Venezuela,10.5,-66.9333
651,14200104,"Iuldachev, Saidali",1/31/1968,NA,NA,NA,NA
652,14100010,"Ivanchuk, Vasyl",3/18/1969,Kopychyntsi,Ukraine,49.1038,25.9111
653,912417,"Ivanisevic, Ivan",11/23/1977,Belgrade,Serbia,44.8167,20.4667
654,2000202,"Ivanov, Alexander",5/1/1956,Novovarshavka,Russia,54.1729,74.6894
655,4126360,"Ivanov, Alexander Al.",1/19/1965,Arkhangelsk,Russia,64.55,40.5333
656,4114906,"Ivanov, Mikhail M",1/20/1969,NA,NA,NA,NA
657,4101375,"Ivanov, Sergey",9/29/1961,Saint Petersburg,Russia,59.95,30.3167
658,900095,"Ivanovic, Bozidar",8/24/1946,Cetinje,Montenegro,42.3933,18.9219
659,950122,"Ivic, Velimir",8/27/2002,Belgrade,Serbia,44.8167,20.4667
660,900141,"Ivkov, Borislav",11/12/1933,Belgrade,Serbia,44.8167,20.4667
661,2200260,"Izeta Txabarri, Felix",8/3/1961,Zestoa,Spain,43.2408,2.2593
662,13700545,"Izmukhambetov, Salauat",11/25/1971,NA,NA,NA,NA
663,13601733,"Izoria, Zviad",1/6/1984,Khoni,Georgia,42.3167,42.4333
664,15000214,"Jacimovic, Dragoljub",1/10/1964,NA,NA,NA,NA
665,30901561,"Jacobson, Brandon",11/14/2003,Plainfield,United States,40.6154,-74.4157
666,4122356,"Jakovenko, Dmitry",6/29/1983,Omsk,Russia,54.9667,73.3833
667,1103261,"Jakubiec, Artur",12/3/1973,Wadowice,Poland,49.8828,19.494
668,1112848,"Jakubowski, Krzysztof",9/23/1983,Lomza,Poland,53.1833,22.0833
669,2900360,"Janev, Evgeni",5/16/1973,Sofia,Bulgaria,42.6979,23.3217
670,13600087,"Janjghava, Lasha",5/5/1970,NA,NA,NA,NA
671,14505959,"Jankovic, Alojzije",4/2/1983,Zagreb,Croatia,45.8,15.95
672,4102711,"Janovsky, Sergey",2/17/1960,NA,NA,NA,NA
673,300128,"Jansa, Vlastimil",11/27/1942,Prague,Czech Republic,50.0833,14.4167
674,1004816,"Janssen, Ruud",5/1/1979,Venray,Netherlands,51.5258,5.9747
675,1102222,"Jaracz, Pawel",7/22/1975,Kozuchow,Poland,51.7454,15.5984
676,1160664,"Jarmula, Lukasz",11/10/1998,Warsaw,Poland,52.2167,21.0333
677,1109243,"Jedynak, Radoslaw",6/9/1982,Warsaw,Poland,52.2167,21.0333
678,1304232,"Jenni, Florian",3/24/1980,Lieli,Switzerland,47.2,8.3
679,927040,"Jeremic, Veljko",11/9/1985,Priboj,Serbia,43.5816,19.5273
680,1208110,"Jianu, Vlad-Cristian",9/27/1984,Bucharest,Romania,44.4,26.0833
681,303224,"Jirovsky, Milos",3/17/1974,Kolin,Czech Republic,50.0282,15.2006
682,13601520,"Jobava, Baadur",11/26/1983,Gali,Georgia,42.6333,41.7333
683,1501674,"Johannessen, Leif Erlend",4/14/1980,Oslo,Norway,59.9111,10.7528
684,3200035,"Johansen, Darryl K",2/4/1959,Melbourne,Australia,-37.8136,144.9631
685,13602543,"Jojua, Davit",6/8/1989,Samtredia,Georgia,42.1625,42.3417
686,409561,"Jones, Gawain C B",12/11/1987,Keighley,United Kingdom,53.867,-1.911
687,1002708,"Jonkman, Harmen",5/30/1975,Beverwijk,Netherlands,52.4864,4.6572
688,14504081,"Jovanic, Ognjen",5/4/1978,NA,NA,NA,NA
689,14505320,"Jovanovic, Zoran",6/7/1979,NA,NA,NA,NA
690,8603006,"Ju, Wenjun",1/31/1991,Shanghai,China,31.1667,121.4667
691,13702661,"Jumabayev, Rinat",7/23/1989,Shymkent,Kazakhstan,42.3,69.6
692,14907518,"Jurcik, Marian",1/27/1987,NA,NA,NA,NA
693,4618777,"Jussupow, Artur",2/13/1960,Moscow,Russia,55.7558,37.6178
694,4127820,"Kabanov, Nikolai",1/22/1980,NA,NA,NA,NA
695,13600613,"Kacheishvili, Giorgi",2/10/1977,NA,NA,NA,NA
696,14403803,"Kadric, Denis",6/12/1995,Frankfurt,Germany,50.1136,8.6797
697,2008564,"Kaidanov, Gregory",10/11/1959,Berdychiv,Ukraine,49.8919,28.6
698,4112423,"Kalinin, Alexander",5/26/1968,NA,NA,NA,NA
699,4637321,"Kalinitschew, Sergey",2/3/1956,Moscow,Russia,55.7558,37.6178
700,700282,"Kallai, Gabor",2/21/1959,Budapest,Hungary,47.4983,19.0408
701,501778,"Kallio, Heikki",10/15/1980,Vaasa,Finland,63.1,21.6167
702,305421,"Kalod, Radek",8/8/1978,Brno,Czech Republic,49.1953,16.6083
703,4128567,"Kalugin, Sergey G.",10/3/1970,NA,NA,NA,NA
704,1100696,"Kaminski, Marcin",3/10/1977,Wroclaw,Poland,51.11,17.0325
705,2000024,"Kamsky, Gata",6/2/1974,Novokuznetsk,Russia,53.75,87.1167
706,1126822,"Kanarek, Marcel",2/5/1993,Koszalin,Poland,54.1903,16.1817
707,4501047,"Kanep, Meelis",5/27/1983,Voru,Estonia,57.8486,26.9928
708,5018293,Kannappan Priyadharshan,12/1/1993,Madurai,India,9.9197,78.1194
709,11602945,"Kantans, Toms",1/16/1994,Riga,Latvia,56.9475,24.1069
710,751499,"Kantor, Gergely",7/19/1999,NA,NA,NA,NA
711,2805359,"Kantsler, Boris",4/16/1962,Bishkek,Kyrgyzstan,42.8746,74.5698
712,4203445,"Kapnisis, Spyridon",5/11/1981,NA,NA,NA,NA
713,14109603,"Karjakin, Sergey",1/12/1990,Simferopol,Ukraine,44.9484,34.1
714,1700057,"Karlsson, Lars",7/11/1955,Stockholm,Sweden,59.3294,18.0686
715,4117182,"Karpatchev, Aleksandr",5/25/1967,NA,NA,NA,NA
716,4100026,"Karpov, Anatoly",5/23/1951,Zlatoust,Russia,55.1667,59.6667
717,25006479,Karthik Venkataraman,12/22/1999,Vellore,India,12.9204,79.15
718,5074452,"Karthikeyan, Murali",1/5/1999,Thanjavur,India,10.787,79.1378
719,5018226,"Karthikeyan, P.",6/14/1990,Chennai,India,13.0825,80.275
720,14200244,"Kasimdzhanov, Rustam",12/5/1979,Tashkent,Uzbekistan,41.3,69.2667
721,4100018,"Kasparov, Garry",4/13/1963,Baku,Azerbaijan,40.3667,49.8352
722,13500481,"Kasparov, Sergey",8/8/1968,Mogilev,Belarus,53.8981,30.3325
723,2000555,"Kaufman, Lawrence",11/15/1947,Washington,United States,47.751074,-120.740139
724,2000121,"Kavalek, Lubomir",8/9/1943,Prague,Czech Republic,50.0833,14.4167
725,14200880,"Kayumov, Sergey",8/8/1981,Tashkent,Uzbekistan,41.3,69.2667
726,14102749,"Kazakov, Mikhail",5/28/1972,NA,NA,NA,NA
727,13700316,"Kazhgaleyev, Murtas",11/17/1973,Uralsk,Kazakhstan,51.2278,51.3865
728,400211,"Keene, Raymond D",1/29/1948,London,United Kingdom,51.5072,-0.1275
729,4600479,"Keitlinghaus, Ludger",7/24/1965,NA,NA,NA,NA
730,13600818,"Kekelidze, Mikheil",9/14/1974,NA,NA,NA,NA
731,5900727,"Kelires, Andreas",7/1/1999,Cyprus,Cyprus,35.126413,33.429859
732,1105663,"Kempinski, Robert",7/11/1977,Gdansk,Poland,54.3667,18.6333
733,11600039,"Kengis, Edvins",4/12/1959,Cesis,Latvia,57.3131,25.2747
734,1040634,"Kevlishvili, Robby",4/15/2001,Dronten,Netherlands,52.5242,5.7125
735,12940690,"Keymer, Vincent",11/15/2004,Mainz,Germany,50,8.2667
736,13300512,"Khachiyan, Melikset",7/6/1970,Baku,Azerbaijan,40.3667,49.8352
737,4151348,"Khairullin, Ildar",8/22/1990,Perm,Russia,58.0139,56.2489
738,4100115,"Khalifman, Alexander",1/18/1966,Saint Petersburg,Russia,59.95,30.3167
739,14201143,"Khamrakulov, Djurabek",7/12/1988,Samarkand,Uzbekistan,39.6542,66.9597
740,14200295,"Khamrakulov, Ibragim S.",7/28/1982,NA,NA,NA,NA
741,14113210,"Kharchenko, Boris",7/15/1991,Luhansk,Ukraine,48.5833,39.3333
742,4135202,"Kharitonov, Alexandr",11/8/1986,Obninsk,Russia,55.1,36.6167
743,4900332,"Khatanbaatar, Bazar",2/25/1973,NA,NA,NA,NA
744,24153729,"Khegay, Dmitriy",7/21/1997,NA,NA,NA,NA
745,4659600,"Khenkin, Igor",3/21/1968,Vladimir,Russia,56.1286,40.4058
746,4142578,"Khismatullin, Denis",12/28/1984,Neftekamsk,Russia,56.0833,54.25
747,2805340,"Khmelniker, Ilya",9/21/1985,Russia,Russia,61.52401,105.318756
748,13602640,"Khotenashvili, Bela",6/1/1988,Telavi,Georgia,41.9167,45.4833
749,13900544,"Khruschiov, Alexey",3/12/1982,Chisinau,Moldova,47.0105,28.8638
750,13701703,"Khusnutdinov, Rustam",7/11/1987,Karagandy,Kazakhstan,49.8047,73.1094
751,4129776,"Kim, Alexey",4/5/1986,Tashkent,Uzbekistan,41.3,69.2667
752,4600053,"Kindermann, Stefan",12/28/1959,Vienna,Austria,48.2083,16.3731
753,400068,"King, Daniel J",8/28/1963,Beckenham,United Kingdom,51.408,-0.022
754,4119231,"Kiriakov, Petr",1/11/1975,Krasnoyarsk,Russia,56.0167,92.8667
755,4194128,"Kiselev, Vitaliy",6/16/1988,Rostov-on-Don,Russia,47.2357,39.7015
756,4100751,"Kishnev, Sergey",11/1/1956,NA,NA,NA,NA
757,14108801,"Kislinsky, Alexey",6/10/1984,Kyiv,Ukraine,50.45,30.5236
758,2301318,"Kjartansson, Gudmundur",3/6/1988,Reykjavik,Iceland,64.1475,-21.935
759,14500248,"Klaric, Zlatko",10/24/1956,Borovo,Croatia,45.4101,18.9786
760,1003623,"Klein, David",12/20/1993,Haarlem,Netherlands,52.3803,4.6406
761,1132717,"Klekowski, Maciej",9/5/1992,Czestochowa,Poland,50.8096,19.1222
762,4121759,"Klimov, Sergey",1/22/1979,Saint Petersburg,Russia,59.95,30.3167
763,1600010,"Klinger, Josef",6/6/1967,St Johann im Pongau,Austria,47.3489,13.2042
764,4611250,"Knaak, Rainer",3/16/1953,Pasewalk,Germany,53.5063,13.99
765,4119150,"Kobalia, Mikhail",5/3/1978,NA,NA,NA,NA
766,2812320,"Kobo, Ori",4/24/1997,Israel,Israel,31.046051,34.851612
767,4100719,"Kochyev, Alexander",3/25/1956,Saint Petersburg,Russia,59.95,30.3167
768,2800802,"Kogan, Arthur",1/29/1974,Chernivtsi,Ukraine,48.2908,25.9344
769,4132181,"Kokarev, Dmitry",2/18/1982,Penza,Russia,53.2,45
770,2900130,"Kolev, Atanas",7/15/1967,Botevgrad,Bulgaria,42.9073,23.7937
771,12909572,"Kollars, Dmitrij",8/13/1999,Bremen,Germany,53.1153,8.7975
772,14101270,"Komarov, Dimitri",12/1/1968,NA,NA,NA,NA
773,13900030,"Komliakov, Viktor",4/25/1960,NA,NA,NA,NA
774,14500132,"Komljenovic, Davorin",7/1/1944,Mostar,Bosnia and Herzegovina,43.3494,17.8125
775,5008123,"Koneru, Humpy",3/31/1987,Vijayawada,India,16.5062,80.648
776,4121376,"Koniushkov, Igor",11/29/1962,NA,NA,NA,NA
777,14113007,"Kononenko, Dmitry",8/23/1988,Dnipro,Ukraine,48.45,34.9833
778,4170962,"Konovalov, Nikolay",8/7/1989,Moscow,Russia,55.7558,37.6178
779,4156803,"Korneev, Oleg",7/25/1969,NA,NA,NA,NA
780,4120949,"Kornev, Alexei",12/20/1976,Vyazniki,Russia,56.2433,42.1292
781,14105730,"Korobov, Anton",6/25/1985,Mezhdurechensk,Russia,53.6864,88.0703
782,4119142,"Korotylev, Alexey",3/1/1977,Moscow,Russia,55.7558,37.6178
783,706671,"Korpa, Bence",1/12/1998,Hungary,Hungary,47.162494,19.503304
784,901466,"Kosanovic, Goran A",3/16/1962,Zemun,Serbia,44.85,20.4
785,2800080,"Kosashvili, Yona",7/3/1970,Tbilisi,Georgia,41.7225,44.7925
786,900290,"Kosic, Dragan",2/15/1970,Sremska Mitrovica,Serbia,44.9833,19.6167
787,4134974,"Kosintseva, Nadezhda",1/14/1985,Arkhangelsk,Russia,64.55,40.5333
788,4133471,"Kosintseva, Tatiana",4/11/1986,Arkhangelsk,Russia,64.55,40.5333
789,400114,"Kosten, Anthony C.",7/24/1958,London,United Kingdom,51.5072,-0.1275
790,4128125,"Kosteniuk, Alexandra",4/23/1984,Perm,Russia,58.0139,56.2489
791,13700669,"Kostenko, Petr",2/16/1976,Kostanay,Kazakhstan,53.2198,63.6354
792,901482,"Kostic, Vladimir G",8/20/1953,Valjevo,Serbia,44.2667,19.8833
793,4122259,"Kosyrev, Vladimir",11/7/1980,NA,NA,NA,NA
794,13301250,"Kotanjian, Tigran",9/1/1981,Yerevan,Armenia,40.1814,44.5144
795,5900212,"Kotronias, Vasilios",8/25/1964,Athens,Greece,37.9842,23.7281
796,13700278,"Kotsur, Pavel",1/3/1974,Nur-Sultan,Kazakhstan,51.1605,71.4704
797,600032,"Kouatly, Bachar",3/3/1958,Damascus,Syria,33.5131,36.2919
798,903124,"Kovacevic, Aleksandar",2/11/1974,Zurich,Switzerland,47.3786,8.54
799,14502712,"Kovacevic, Blazimir",10/16/1975,Osijek,Croatia,45.5603,18.6703
800,14500078,"Kovacevic, Vlatko",3/26/1942,Dubrovnik,Croatia,42.6403,18.1083
801,14117908,"Kovalenko, Igor",12/29/1988,Novomoskovsk,Ukraine,48.6328,35.2239
802,13500023,"Kovalev, Andrei",11/7/1961,Vitebsk,Belarus,55.1927,30.2064
803,13504398,"Kovalev, Vladislav",1/6/1994,Minsk,Belarus,53.9022,27.5618
804,114987,"Kovalyov, Anton",3/4/1992,Kharkiv,Ukraine,50,36.2292
805,14103052,"Kovchan, Alexander",10/21/1983,Chernigov,Ukraine,51.4982,31.2893
806,753246,"Kozak, Adam",6/15/2002,Budapest,Hungary,47.4983,19.0408
807,14502879,"Kozul, Zdenko",5/21/1966,Bihac,Bosnia and Herzegovina,44.8167,15.8667
808,2002035,"Kraai, Jesse",5/6/1972,Santa Fe,United States,35.6619,-105.9819
809,4671910,"Kraemer, Martin",12/23/1987,Erfurt,Germany,50.9787,11.0328
810,2800187,"Kraidman, Yair",11/1/1932,Haifa,Israel,32.8,34.9833
811,11600462,"Krakops, Maris",4/3/1978,NA,NA,NA,NA
812,4101588,"Kramnik, Vladimir",6/25/1975,Tuapse,Russia,44.1,39.0833
813,4154720,"Krapivin, Alexander",7/23/1987,Moscow,Russia,55.7558,37.6178
814,1113100,"Krasenkow, Michal",11/14/1963,Moscow,Russia,55.7558,37.6178
815,14113147,"Kravtsiv, Martyn",11/26/1990,Lviv,Ukraine,49.8419,24.0315
816,2007770,"Kreiman, Boris",6/7/1976,Moscow,Russia,55.7558,37.6178
817,322156,"Krejci, Jan",9/27/1992,NA,NA,NA,NA
818,1400061,"Kristiansen, Jens",5/25/1952,Copenhagen,Denmark,55.6761,12.5689
819,4653530,"Kritz, Leonid",2/26/1984,Moscow,Russia,55.7558,37.6178
820,4155890,"Krivoborodov, Egor",12/24/1989,Moscow,Russia,55.7558,37.6178
821,14102226,"Krivoshey, Sergei",5/23/1971,Zhytomyr,Ukraine,50.2547,28.6587
822,4100565,"Krogius, Nikolai V",7/22/1930,Saratov,Russia,51.5333,46
823,14100142,"Kruppa, Yuri",6/21/1964,NA,NA,NA,NA
824,2012782,"Krush, Irina",12/24/1983,Odesa,Ukraine,46.4775,30.7326
825,4153278,"Kryakvin, Dmitry",4/10/1984,Rostov-on-Don,Russia,47.2357,39.7015
826,4151364,"Krylov, Mikhail",6/14/1987,Moscow,Russia,55.7558,37.6178
827,116807,"Krysa, Leandro",11/7/1992,Buenos Aires,Argentina,-34.5997,-58.3819
828,14109182,"Kryvoruchko, Yuriy",12/19/1986,Lviv,Ukraine,49.8419,24.0315
829,1132199,"Krzyzanowski, Marcin",1/11/1994,Rybnik,Poland,50.0833,18.5
830,1100033,"Kuczynski, Robert",4/17/1966,Jelenia Gora,Poland,50.9,15.7333
831,2000164,"Kudrin, Sergey",9/7/1959,Novosibirsk,Russia,55.0333,82.9167
832,4500261,"Kulaots, Kaido",2/28/1976,Parnu,Estonia,58.3844,24.4989
833,1100092,"Kuligowski, Adam",12/24/1955,Warsaw,Poland,52.2167,21.0333
834,14506661,"Kuljasevic, Davorin",10/22/1986,Zagreb,Croatia,45.8,15.95
835,401978,"Kumaran, Dharshan",6/7/1975,NA,NA,NA,NA
836,4128737,"Kunin, Vitaly",10/2/1983,Moscow,Russia,55.7558,37.6178
837,5002265,"Kunte, Abhijit",3/3/1977,Pune,India,18.5196,73.8553
838,14400057,"Kurajica, Bojan",11/15/1947,Ljubljana,Slovenia,46.05,14.5167
839,15000010,"Kutirov, Rolando",1/23/1962,NA,NA,NA,NA
840,14203049,"Kuybokarov, Temur",7/22/2000,Tashkent,Uzbekistan,41.3,69.2667
841,4100794,"Kuzmin, Alexey",3/8/1963,NA,NA,NA,NA
842,14112906,"Kuzubov, Yuriy",1/26/1990,Sychyovka,Russia,55.8266,34.2753
843,14201356,"Kvon, Andrey",4/16/1989,Tashkent,Uzbekistan,41.3,69.2667
844,1007998,"L'Ami, Erwin",4/5/1985,Woerden,Netherlands,52.0858,4.8833
845,4500024,"Ladva, Ottomar",6/17/1997,Haapsalu,Estonia,58.9469,23.5369
846,108820,"Lafuente, Pablo",2/20/1985,Buenos Aires,Argentina,-34.5997,-58.3819
847,662399,"Lagarde, Maxime",3/16/1994,Niort,France,46.3258,-0.4606
848,14109336,"Lagno, Kateryna",12/27/1989,Lviv,Ukraine,49.8419,24.0315
849,916358,"Lajthajm, Borko",4/16/1976,Zemun,Serbia,44.85,20.4
850,409081,"Lalic, Bogdan",3/8/1964,Zagreb,Croatia,45.8,15.95
851,5024595,Lalith Babu M R,1/5/1993,Vijayawada,India,16.5062,80.648
852,1303759,"Lampert, Jonas",8/27/1997,Hamburg,Germany,53.55,10
853,4101685,"Landa, Konstantin",5/22/1972,Omsk,Russia,54.9667,73.3833
854,11600047,"Lanka, Zigurds",5/21/1960,Baldone,Latvia,56.7425,24.3908
855,2256444,"Larino Nieto, David",5/22/1989,Esteiro,Spain,42.7876,8.9842
856,4600134,"Lau, Ralf",10/19/1959,Delmenhorst,Germany,53.0506,8.6317
857,600016,"Lautier, Joel",4/12/1973,Scarborough,Canada,43.7764,-79.2318
858,5005361,"Laxman, R.R.",2/5/1983,Chennai,India,13.0825,80.275
859,5201330,"Laylo, Darwin",6/1/1980,NA,NA,NA,NA
860,4113250,"Lazarev, Vladimir",6/5/1964,Saratov,Russia,51.5333,46
861,900788,"Lazic, Miroljub",6/28/1966,Lesnica,Serbia,44.653,19.3108
862,316385,"Laznicka, Viktor",1/9/1988,Pardubice,Czech Republic,50.0386,15.7792
863,12401137,Lê Quang Liêm,3/13/1991,Ho Chi Minh City,Vietnam,10.8167,106.6333
864,609404,"Le Roux, Jean-Pierre",5/18/1982,Guingamp,France,48.5625,-3.1511
865,300217,"Lechtynsky, Jiri",11/25/1947,Jablonec nad Nisou,Czech Republic,50.7278,15.17
866,14100312,"Legky, Nikolay A",4/11/1955,NA,NA,NA,NA
867,8605114,"Lei, Tingjie",3/3/1997,Chongqing,China,29.5628,106.5528
868,2101246,"Leitao, Rafael",12/28/1979,Sao Luis,Brazil,-2.53,-44.3028
869,703303,"Leko, Peter",9/8/1979,Subotica,Serbia,46.0983,19.67
870,113581,"Lemos, Damian",4/2/1990,Buenos Aires,Argentina,-34.5997,-58.3819
871,2021285,"Lenderman, Aleksandr",9/23/1989,Saint Petersburg,Russia,59.95,30.3167
872,1124226,"Leniart, Arkadiusz",6/20/1991,Warsaw,Poland,52.2167,21.0333
873,14603853,"Lenic, Luka",5/13/1988,Ljubljana,Slovenia,46.05,14.5167
874,5105269,"Leon Hoyos, Manuel",2/10/1989,Merida,Mexico,20.97,-89.62
875,2600170,"Lesiege, Alexandre",8/18/1975,Montreal,Canada,45.5089,-73.5617
876,2800063,"Lev, Ronen",9/22/1968,NA,NA,NA,NA
877,14500442,"Leventic, Ivan",9/21/1970,NA,NA,NA,NA
878,4182596,"Levin, Evgeny A.",6/26/1990,Russia,Russia,61.52401,105.318756
879,4650905,"Levin, Felix",11/5/1958,Lviv,Ukraine,49.8419,24.0315
880,400220,"Levitt, Jonathan P",6/3/1963,London,United Kingdom,51.5072,-0.1275
881,8604436,"Li, Chao b",4/21/1989,Taiyuan,China,37.8733,112.5425
882,8607508,"Li, Di",12/15/1999,Chengdu,China,30.66,104.0633
883,2061074,"Li, Ruifeng",9/14/2001,Hangzhou,China,30.25,120.1675
884,8600678,"Li, Shilong",8/10/1977,NA,NA,NA,NA
885,2056437,"Liang, Awonder",4/9/2003,Madison,United States,43.0826,-89.3931
886,8600899,"Liang, Chong",1/29/1980,Guangzhou,China,23.1288,113.259
887,8600066,"Liang, Jinrong",5/21/1960,Guangdong,China,23.379,113.7633
888,616834,"Libiszewski, Fabien",1/5/1984,Saint-Etienne,France,45.4347,4.3903
889,1501984,"Lie, Kjetil A.",11/18/1980,Porsgrunn,Norway,59.1419,9.6568
890,14900483,"Likavsky, Tomas",7/28/1971,Zvolen,Slovakia,48.5831,19.1331
891,2100045,"Lima, Darcy",5/22/1962,Rio de Janeiro,Brazil,-22.9083,-43.1964
892,8602298,"Lin, Chen",9/14/1988,Jiangsu,China,33.1402,119.7889
893,4171055,"Lintchevski, Daniil",5/17/1990,Gatchina,Russia,59.5667,30.1333
894,2800721,"Liss, Eran",7/2/1975,NA,NA,NA,NA
895,8603294,"Liu, Qingnan",5/23/1992,Shandong,China,35.894,117.9249
896,8608962,"Liu, Yan",3/29/2000,Chongqing,China,29.5628,106.5528
897,900010,"Ljubojevic, Ljubomir",11/2/1950,Uzice,Serbia,43.8556,19.8425
898,2206706,"Llanes Hurtado, Miguel",10/5/1978,Don Benito,Spain,38.9545,-5.8617
899,4600037,"Lobron, Eric",5/7/1960,Philadelphia,United States,40.0077,-75.1339
900,4126297,"Loginov, Valery A",12/13/1955,Syzran,Russia,53.1667,48.4667
901,13603450,"Lomsadze, Davit",2/12/1991,NA,NA,NA,NA
902,2212943,"Lopez Martinez, Josep Manuel",4/24/1980,Barcelona,Spain,41.3825,2.1769
903,4123395,"Lopushnoy, Denis",1/30/1977,NA,NA,NA,NA
904,105570,"Lorenzini, Martin",9/26/1975,Santa Fe de la Vera Cruz,Argentina,-31.6107,-60.6973
905,12521604,"Lorparizangeneh, Shahin",1/16/1999,Isfahan,Iran,32.6539,51.666
906,13300024,"Lputian, Smbat G",2/14/1958,Yerevan,Armenia,40.1814,44.5144
907,8603332,"Lu, Shanglei",7/10/1995,Liaoning,China,41.9437,122.529
908,4116194,"Lugovoi, Aleksei",3/5/1975,NA,NA,NA,NA
909,24126454,"Lugovskoy, Maxim",8/14/1996,Kurganinsk,Russia,44.8833,40.6
910,700142,"Lukacs, Peter",7/9/1950,Budapest,Hungary,47.4983,19.0408
911,2900157,"Lukov, Valentin",12/11/1955,Pazardzhik,Bulgaria,42.1892,24.3317
912,4120957,"Lunev, Andrey",1/21/1969,NA,NA,NA,NA
913,621501,"Lupu, Mircea-Sergiu",8/28/1962,Negresti-Oas,Romania,47.8735,23.4266
914,1207822,"Lupulescu, Constantin",3/25/1984,Buftea,Romania,44.57,25.95
915,4611420,"Luther, Thomas",11/4/1969,Erfurt,Germany,50.9787,11.0328
916,13500716,"Lutsko, Igor",4/6/1962,Minsk,Belarus,53.9022,27.5618
917,4600193,"Lutz, Christopher",2/24/1971,Neukirchen,Germany,50.8667,9.3333
918,3204405,"Ly, Moulthun",11/20/1991,Cambodia,Cambodia,12.565679,104.990963
919,4150120,"Lysyj, Igor",1/1/1987,Yekaterinburg,Russia,56.8356,60.6128
920,8603154,"Ma, Qun",11/9/1991,Shandong,China,35.894,117.9249
921,1104306,"Macieja, Bartlomiej",10/4/1977,Warsaw,Poland,52.2167,21.0333
922,2200074,"Magem Badals, Jordi",8/24/1967,Manresa,Spain,41.7264,1.8292
923,13400142,"Magerramov, Elmar",4/10/1958,Baku,Azerbaijan,40.3667,49.8352
924,13602276,"Maghalashvili, Davit",6/27/1987,NA,NA,NA,NA
925,12539929,"Maghsoodloo, Parham",8/11/2000,Gorgan,Iran,36.83,54.48
926,4156757,"Magomedov, Magaram",5/20/1966,Khuri,Russia,42.1716,47.1264
927,12500798,"Mahjoob Zardast, Morteza",3/20/1980,Tehran,Iran,35.7,51.4167
928,4600258,"Mainka, Romuald",5/15/1963,Gliwice,Poland,50.3011,18.6498
929,13501720,"Maiorov, Nikita",4/19/1985,Vitebsk,Belarus,55.1927,30.2064
930,4119916,"Maiorov, Oleg",7/21/1971,NA,NA,NA,NA
931,4612396,"Maiwald, Jens-Uwe",5/6/1974,Dresden,Germany,51.05,13.74
932,4100468,"Makarichev, Sergey",11/17/1953,Moscow,Russia,55.7558,37.6178
933,4101103,"Makarov, Marat",5/7/1963,NA,NA,NA,NA
934,14100584,"Maksimenko, Andrei",12/7/1969,Cherkasy,Ukraine,49.4444,32.0597
